time,vm-name,type,vm-vcpus,did-fail,inventory
1706156735.4119148,vm-validation-30,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 1}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156756.3418128,vm-validation-31,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 1}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156776.248693,vm-validation-32,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156801.2198987,vm-validation-33,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156821.259927,vm-validation-34,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156843.5984993,vm-validation-35,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156863.723305,vm-validation-36,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156884.3801186,vm-validation-37,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156906.9504266,vm-validation-38,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156926.702459,vm-validation-39,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156946.979233,vm-validation-40,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156969.3929749,vm-validation-41,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706156989.548287,vm-validation-42,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 1}]"
1706157010.0036304,vm-validation-43,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157039.505742,vm-validation-44,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157064.4128785,vm-validation-45,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157089.0383432,vm-validation-46,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157112.0847936,vm-validation-47,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 2}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157135.7181177,vm-validation-48,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157163.373895,vm-validation-49,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157187.405661,vm-validation-50,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157218.3383894,vm-validation-51,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157246.2816048,vm-validation-52,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157273.5673265,vm-validation-53,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157308.269798,vm-validation-54,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157337.3087997,vm-validation-55,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 2}]"
1706157366.9745193,vm-validation-56,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157405.5452526,vm-validation-57,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157446.739631,vm-validation-58,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157487.8431563,vm-validation-59,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157529.0265515,vm-validation-60,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 0}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157569.8584683,vm-validation-61,evictable,1,False,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157614.590119,vm-validation-62,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157656.2790937,vm-validation-63,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157698.8810437,vm-validation-64,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
1706157739.987896,vm-validation-65,regular,1,True,"[{'host-ip': '100.64.42.12', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.13', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.14', 'reg-cores-avl': 3, 'reg-cores-usg': 3, 'green-cores-avl': 1, 'green-cores-usg': 1}, {'host-ip': '100.64.42.15', 'reg-cores-avl': 12, 'reg-cores-usg': 12, 'green-cores-avl': 4, 'green-cores-usg': 3}, {'host-ip': '100.64.42.11', 'reg-cores-avl': 5, 'reg-cores-usg': 5, 'green-cores-avl': 3, 'green-cores-usg': 3}]"
