time,request_count,regular_vm_count,evictable_vm_count,lifetime_distribution,vcpu_distribution
0.8205555556342006,4,1.0,0.0,"[0.0017099305987358093, 0.0017098723910748959, 0.34709039330482483, 0.42614343762397766]","[1, 1, 1, 1]"
0.8205671296454966,0,0,0,[],[]
0.8205787036567926,3,1.0,0.0,"[0.007953981403261423, 0.007953877560794353, 0.007953877560794353]","[2, 2, 2]"
0.8205902776680887,3,1.0,0.0,"[0.005263229366391897, 0.005259780213236809, 0.005260624922811985]","[1, 1, 1]"
0.8206018516793847,6,1.0,0.0,"[0.0014118175022304058, 0.02254778938367963, 0.013190983794629574, 0.2529870835132897, 0.25426028948277235, 0.25368210673332214]","[1, 1, 1, 1, 1, 1]"
0.820613426156342,1,1.0,0.0,[0.0028753005899488926],[1]
0.8206250001676381,4,1.0,0.0,"[0.014494120143353939, 0.014494108501821756, 0.014494096860289574, 0.044503935147076845]","[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
0.8206365741789341,0,0,0,[],[]
0.8206481481902301,3,1.0,0.0,"[0.015410844702273607, 0.07068159710615873, 0.07068159710615873]","[1, 1, 1, 1]"
0.8206597222015262,1,1.0,0.0,[0.007872870191931725],[2]
0.8206712962128222,2,1.0,0.0,"[0.05296754650771618, 0.04600017378106713]","[2, 2]"
0.8206828702241182,2,1.0,0.0,"[0.02361583337187767, 0.02361583337187767]","[1, 1]"
0.8206944442354143,2,1.0,0.0,"[0.0006894329562783241, 0.0009909379296004772]","[1, 1]"
0.8207060187123716,2,1.0,0.0,"[0.07062369212508202, 0.07062369212508202]","[1, 1, 1, 1, 1]"
0.8207175927236676,4,1.0,0.0,"[0.023720717523247004, 0.023720717523247004, 0.007815381977707148, 0.007815381977707148]","[1, 1, 2, 2]"
0.8207291667349637,2,0.5,0.5,"[0.023638471961021423, 0.007267985958606005]","[1, 2]"
0.8207407407462597,4,1.0,0.0,"[0.0712187266908586, 0.0712187266908586, 0.0712187266908586, 0.0712187266908586]","[1, 1, 1, 1]"
0.8207523147575557,0,0,0,[],[]
0.8207638887688518,3,1.0,0.0,"[0.010429687798023224, 0.010429687798023224, 0.1296288543380797]","[1, 1, 1]"
0.8207754627801478,2,1.0,0.0,"[0.31195231480523944, 0.06549946777522564]","[2, 2]"
0.8208101852796972,6,0.8333333333333334,0.16666666666666666,"[0.013923530001193285, 0.05559843732044101, 0.008048078510910273, 0.014759293757379055, 0.024876851588487625, 0.03182134265080094]","[2, 2, 2, 2, 2, 2]"
0.8208217592909932,0,0,0,[],[]
0.8208333333022892,1,1.0,0.0,[0.065441585611552],[2]
