time,request_count,regular_vm_count,evictable_vm_count,lifetime_distribution,vcpu_distribution
0.819340277928859,0,0,0,[],[]
0.8193634259514511,0,0,0,[],[]
0.8193749999627471,0,0,0,[],[]
0.8193865739740431,0,0,0,[],[]
0.8194097219966352,0,0,0,[],[]
0.8194328704848886,0,0,0,[],[]
0.8194444444961846,0,0,0,[],[]
0.8194560185074806,0,0,0,[],[]
0.8194675925187767,0,0,0,[],[]
0.8194907405413687,0,0,0,[],[]
0.819502315018326,1,1.0,0.0,[0.007810266222804785],[1]
0.8195138890296221,0,0,0,[],[]
0.8195370370522141,2,1.0,0.0,"[0.021492164116352797, 0.021492164116352797]","[1, 1, 1]"
0.8195486110635102,0,0,0,[],[]
0.8195601850748062,1,1.0,0.0,[0.005982083268463612],[1]
0.8195717590861022,1,1.0,0.0,[0.0029517943039536476],[1]
0.8195833335630596,1,1.0,0.0,[0.0077690621837973595],[1]
0.8195949075743556,0,0,0,[],[]
0.8196064815856516,1,1.0,0.0,[0.0024832291528582573],[1]
0.8196180555969477,0,0,0,[],[]
0.8196296296082437,3,0.8333333333333334,0.16666666666666666,"[0.0007834490388631821, 0.0007834490388631821, 0.0010858564637601376]","[1, 1, 1, 1, 1]"
0.8196412036195397,0,0,0,[],[]
0.8196527776308358,0,0,0,[],[]
0.8196759261190891,0,0,0,[],[]
0.8196875001303852,1,0.6666666666666666,0.3333333333333333,[0.0013710996136069298],[1]
0.8196990741416812,1,1.0,0.0,[0.0038639004342257977],"[1, 1, 1]"
0.8197106481529772,0,0,0,[],[]
0.8197222221642733,0,0,0,[],[]
0.8197337961755693,0,0,0,[],[]
0.8197453701868653,0,0,0,[],[]
0.8197685186751187,0,0,0,[],[]
0.8197800926864147,0,0,0,[],[]
0.8197916666977108,2,1.0,0.0,"[0.00020668981596827507, 0.00020668981596827507]","[1, 1]"
0.8198032407090068,0,0,0,[],[]
0.8198148147203028,1,1.0,0.0,[0.010270428378134966],[1]
0.8198263887315989,1,1.0,0.0,[0.018203831277787685],[1]
0.8198379627428949,2,1.0,0.0,"[0.005552256945520639, 0.012014618143439293]","[1, 1]"
0.8198495372198522,1,1.0,0.0,[0.007471574004739523],[1]
0.8198611112311482,2,1.0,0.0,"[0.01432398147881031, 0.004887754563242197]","[1, 1]"
0.8198842592537403,1,1.0,0.0,[0.007360740564763546],[1]
0.8198958332650363,0,0,0,[],[]
0.8199189812876284,2,1.0,0.0,"[0.0007590628229081631, 0.0026325578801333904]","[1, 1]"
0.8199305557645857,1,1.0,0.0,[0.008728020824491978],[1]
0.8199421297758818,0,0,0,[],[]
0.8199537037871778,2,1.0,0.0,"[0.0017007174901664257, 0.014377488289028406]","[1, 1]"
0.8199999998323619,1,1.0,0.0,[0.0017814585007727146],[1]
0.8200347223319113,1,1.0,0.0,[0.0013854163698852062],[1]
0.8200462963432074,2,1.0,0.0,"[0.0019718632102012634, 0.0019718632102012634]","[1, 1]"
0.8200578703545034,1,1.0,0.0,[0.0076803588308393955],[1]
0.8200694443657994,1,1.0,0.0,[0.010701435152441263],[1]
0.8200810183770955,0,0,0,[],[]
0.8200925923883915,1,1.0,0.0,[0.025979953818023205],[1]
0.8201273148879409,0,0,0,[],[]
0.8201388888992369,0,0,0,[],[]
0.820162036921829,3,1.0,0.0,"[0.0009451969526708126, 0.0016276855021715164, 0.0016276855021715164]","[1, 1, 1]"
0.8201851854100823,0,0,0,[],[]
0.8201967594213784,2,1.0,0.0,"[0.0006878008134663105, 0.0007332060486078262]","[1, 1]"
0.8202083334326744,1,1.0,0.0,[0.015278946608304977],[1]
0.8202314814552665,1,1.0,0.0,[0.014316446613520384],[1]
0.8202430554665625,3,1.0,0.0,"[0.007541828788816929, 0.007541828788816929, 0.005435544066131115]","[1, 1, 1]"
0.8202546294778585,1,1.0,0.0,[0.0014020372182130814],[1]
0.8202662034891546,1,1.0,0.0,[0.008554270956665277],[1]
0.8202893519774079,1,1.0,0.0,[0.021144027821719646],[1]
0.8203125,1,1.0,0.0,[0.005372835788875818],[1]
0.8203356480225921,1,1.0,0.0,[0.014800451695919037],"[1, 1, 1]"
0.8203587965108454,0,0,0,[],[]
0.8203703705221415,0,0,0,[],[]
0.8203935185447335,0,0,0,[],[]
0.8204050925560296,2,1.0,0.0,"[0.004179560113698244, 0.006029363255947828]","[1, 1]"
0.8204166665673256,1,1.0,0.0,[0.017043483909219503],[1]
0.8204282405786216,2,1.0,0.0,"[0.0008078934624791145, 0.0008078934624791145]","[1, 1]"
0.8204398145899177,2,1.0,0.0,"[0.006715845316648483, 0.006715845316648483]","[1, 1]"
0.820451389066875,0,0,0,[],[]
0.820462963078171,2,1.0,0.0,"[0.014521620236337185, 0.014521620236337185]","[1, 1, 1]"
0.8205092591233552,1,1.0,0.0,[0.00856775464490056],[1]
0.8205208331346512,0,0,0,[],[]
0.8205555556342006,2,1.0,0.0,"[0.0017099305987358093, 0.0017098723910748959]","[1, 1, 1, 1]"
0.8205671296454966,0,0,0,[],[]
0.8205787036567926,0,0,0,[],[]
0.8205902776680887,3,1.0,0.0,"[0.005263229366391897, 0.005259780213236809, 0.005260624922811985]","[1, 1, 1]"
0.8206018516793847,3,1.0,0.0,"[0.0014118175022304058, 0.02254778938367963, 0.013190983794629574]","[1, 1, 1, 1, 1, 1]"
0.820613426156342,1,1.0,0.0,[0.0028753005899488926],[1]
0.8206250001676381,0,0,0,[],[]
0.8206365741789341,0,0,0,[],[]
0.8206481481902301,1,1.0,0.0,[0.015410844702273607],"[1, 1, 1, 1]"
0.8206597222015262,0,0,0,[],[]
0.8206712962128222,0,0,0,[],[]
0.8206828702241182,2,1.0,0.0,"[0.02361583337187767, 0.02361583337187767]","[1, 1]"
0.8206944442354143,2,1.0,0.0,"[0.0006894329562783241, 0.0009909379296004772]","[1, 1]"
0.8207060187123716,0,0,0,[],[]
0.8207175927236676,2,1.0,0.0,"[0.023720717523247004, 0.023720717523247004]","[1, 1]"
0.8207291667349637,1,0.5,0.5,[0.023638471961021423],[1]
0.8207407407462597,0,0,0,[],[]
0.8207523147575557,0,0,0,[],[]
0.8207638887688518,2,1.0,0.0,"[0.010429687798023224, 0.010429687798023224]","[1, 1, 1]"
0.8207754627801478,0,0,0,[],[]
0.8208101852796972,0,0,0,[],[]
0.8208217592909932,0,0,0,[],[]
0.8208333333022892,0,0,0,[],[]
