Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	GFX%rc6	GFXMHz	GFXAMHz	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
-	-	2694	99.77	2700	2803	0.13	32543	0	87707	0	0	0	93.78	0.00	0.00	0.00	0.23	0.00	0.00	53	47828	54	100.02	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.06	4.51	0.00	0.00	0.00	0.00
0	0	2694	99.77	2700	2803	0.11	7456	0	21465	0	0	0	94.30	0.00	0.00	0.00	0.23	0.00	0.00	51	5242	54	100.02	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.06	4.51	0.00	0.00	0.00	0.00
1	1	2694	99.77	2700	2803	0.12	8158	0	22000	0	0	0	94.43	0.00	0.00	0.00	0.23	0.00	0.00	52	9059
2	2	2694	99.77	2700	2803	0.14	9490	0	22896	0	0	0	92.74	0.00	0.00	0.00	0.23	0.00	0.00	48	1478
3	3	2694	99.77	2700	2803	0.13	7439	0	21346	0	0	0	93.66	0.00	0.00	0.00	0.23	0.00	0.00	53	47828
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	GFX%rc6	GFXMHz	GFXAMHz	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
-	-	2694	99.77	2700	2803	0.13	32751	0	87959	0	0	0	93.55	0.00	0.00	0.00	0.23	0.00	0.00	53	47828	54	100.00	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.05	4.50	0.00	0.00	0.00	0.00
0	0	2694	99.77	2700	2803	0.12	7126	0	21131	0	0	0	93.45	0.00	0.00	0.00	0.23	0.00	0.00	51	5242	54	100.00	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.05	4.50	0.00	0.00	0.00	0.00
1	1	2694	99.77	2700	2803	0.12	8283	0	21837	0	0	0	94.26	0.00	0.00	0.00	0.23	0.00	0.00	52	9059
2	2	2694	99.77	2700	2803	0.15	9316	0	22845	0	0	0	92.37	0.00	0.00	0.00	0.23	0.00	0.00	48	1478
3	3	2694	99.77	2700	2803	0.12	8026	0	22146	0	0	0	94.11	0.00	0.00	0.00	0.23	0.00	0.00	53	47828
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	GFX%rc6	GFXMHz	GFXAMHz	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
-	-	2694	99.77	2700	2803	0.22	32310	0	80431	0	0	0	87.23	0.00	0.00	0.00	0.23	0.00	0.00	53	47828	54	100.00	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.55	4.97	0.00	0.00	0.00	0.00
0	0	2694	99.77	2700	2803	0.15	8724	0	21856	0	0	0	91.66	0.00	0.00	0.00	0.23	0.00	0.00	51	5242	54	100.00	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.55	4.97	0.00	0.00	0.00	0.00
1	1	2694	99.77	2700	2803	0.29	7904	0	18444	0	0	0	82.45	0.00	0.00	0.00	0.23	0.00	0.00	53	9059
2	2	2694	99.77	2700	2803	0.16	7679	0	20647	0	0	0	90.39	0.00	0.00	0.00	0.23	0.00	0.00	50	1478
3	3	2694	99.77	2700	2803	0.28	8003	0	19484	0	0	0	84.43	0.00	0.00	0.00	0.23	0.00	0.00	52	47828
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1ACPI	C2ACPI	C3ACPI	POLL%	C1ACPI%	C2ACPI%	C3ACPI%	CPU%c1	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	GFX%rc6	GFXMHz	GFXAMHz	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
-	-	2694	99.77	2700	2803	0.13	32447	0	87053	0	0	0	93.38	0.00	0.00	0.00	0.23	0.00	0.00	53	47828	54	100.00	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.08	4.53	0.00	0.00	0.00	0.00
0	0	2694	99.77	2700	2803	0.11	7998	0	21917	0	0	0	94.58	0.00	0.00	0.00	0.23	0.00	0.00	51	5242	54	100.00	100	0	400.46	100.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.08	4.53	0.00	0.00	0.00	0.00
1	1	2694	99.77	2700	2803	0.14	7832	0	21324	0	0	0	93.20	0.00	0.00	0.00	0.23	0.00	0.00	53	9059
